Delivery person ID,Age group(Delivery person),Delivery person rating,Rseturant latitude,Resturant longitude,Delivery location latitude,Delivery location longitude,Type of order,Type of vechicle,Temperature,Humidity,Precipitation,Weather description,Traffic level,Distance(km),Target(mins)
MUMRES15DEL01,21-30,4.1,19.176269,72.836721,19.216269,72.876721,Meal ,motorcycle ,23.77,38,0,clear sky,Moderate,16.7,30.65
LUDHRES010DEL02,31-40,4.1,30.89286,75.822199,30.97286,75.902199,Snack ,motorcycle ,23.61,46,0,haze,High,8.25,40.66666667
JAPRES18DEL03,31-40,4.9,26.913987,75.752891,26.943987,75.782891,Buffet ,motorcycle ,28.56,54,0,smoke,Low,17.65,21.08333333
MUMRES20DEL01,21-30,2.8,19.103249,72.846749,19.173249,72.916749,Meal ,electric_scooter ,28.71,54,0,smoke,Very High,9.79,54.48333333
MUMRES15DEL02,15-20,4.8,19.176269,72.836721,19.226269,72.886721,Meal ,motorcycle ,23.21,73,0,haze,Moderate,8.96,35.75
BANGRES010DEL01,31-40,4.6,12.933298,77.614293,12.973298,77.654293,Buffet ,electric_scooter ,25.92,57,0,haze,Moderate,21.29,29.5
VADRES05DEL01,15-20,4.9,22.310526,73.170937,22.420526,73.280937,Drinks ,motorcycle ,28.75,54,0,smoke,High,23.19,51.48333333
MUMRES06DEL03,21-30,4.8,19.055831,72.833984,19.145831,72.923984,Snack ,electric_scooter ,28.4,82,0,overcast clouds,Very High,22.03,57.38333333
CHENRES03DEL02,31-40,5,13.091809,80.219104,13.141809,80.269104,Meal ,scooter ,23.09,73,0,haze,High,19.58,48.38333333
BANGRES19DEL01,31-40,4.9,12.914264,77.6784,12.984264,77.7484,Meal ,motorcycle ,26.29,82,0.4,light rain,High,0,41.11666667
KNPRES09DEL01,31-40,4,26.473698,80.352677,26.513698,80.392677,Drinks ,scooter ,23.16,60,0,haze,Moderate,2.22,35.03333333
INDORES03DEL01,31-40,4.9,22.751857,75.866699,22.761857,75.876699,Meal ,scooter ,23.2,60,0,haze,Very Low,14.3,11.36666667
INDORES04DEL03,31-40,4.4,22.753659,75.903365,22.813659,75.963365,Buffet ,motorcycle ,20.8,67,0,clear sky,Moderate,18.2,30.98333333
MYSRES17DEL02,31-40,4.2,12.326356,76.619103,12.406356,76.699103,Drinks ,motorcycle ,26.4,81,0.29,light rain,Moderate,0,38.15
COIMBRES12DEL03,21-30,4.5,11.000762,76.981876,11.060762,77.041876,Drinks ,scooter ,17.44,76,0,clear sky,Moderate,6.88,35.41666667
DEHRES14DEL01,31-40,4.8,30.319528,78.040267,30.359528,78.080267,Snack ,motorcycle ,23.32,43,0,clear sky,Low,28.77,21.5
INDORES20DEL02,21-30,4.6,22.732225,75.874765,22.862225,76.004765,Meal ,scooter ,21.94,74,0,haze,Very High,22.56,51.41666667
BANGRES20DEL01,21-30,5,12.972161,77.596014,13.082161,77.706014,Buffet ,scooter ,26.37,82,0.31,light rain,Very High,0,57.85
JAPRES02DEL03,31-40,4.4,26.914142,75.805704,26.944142,75.835704,Buffet ,scooter ,23.96,28,0,clear sky,Low,14.89,19.98333333
JAPRES03DEL02,31-40,4.8,26.913483,75.803139,26.993483,75.883139,Meal ,motorcycle ,26.27,82,0.43,light rain,High,0,31.31666667
RANCHIRES05DEL02,21-30,4.6,23.355164,85.324097,23.485164,85.454097,Snack ,motorcycle ,26.35,82,0.33,light rain,High,0,48.3
CHENRES03DEL01,31-40,4.9,13.091809,80.219104,13.201809,80.329104,Meal ,motorcycle ,25.92,65,0,haze,Very High,13.49,53.51666667
COIMBRES20DEL01,31-40,4.8,10.994136,76.963303,11.064136,77.033303,Snack ,scooter ,28.14,54,0,smoke,Moderate,11.79,32.53333333
MUMRES15DEL03,21-30,4.6,19.176269,72.836721,19.236269,72.896721,Drinks ,scooter ,23.68,46,0,haze,High,5.96,46.58333333
JAPRES12DEL03,21-30,4.7,26.902908,75.792934,26.932908,75.822934,Snack ,motorcycle ,22.86,74,0,haze,Low,6.04,21.53333333
BANGRES17DEL03,21-30,4.7,12.972532,77.608179,13.002532,77.638179,Drinks ,scooter ,24.95,73,0,mist,Low,2.22,30.75
SURRES01DEL01,21-30,4.7,21.186438,72.794115,21.196438,72.804115,Buffet ,motorcycle ,23.88,28,0,clear sky,Very Low,20.37,11.56666667
JAPRES09DEL01,31-40,4.3,26.911378,75.789034,27.021378,75.899034,Meal ,motorcycle ,25.86,65,0,haze,High,0,42.08333333
BHPRES08DEL01,21-30,4.6,23.232537,77.429845,23.342537,77.539845,Drinks ,motorcycle ,28.4,81,0,mist,Very High,11.01,63.86666667
CHENRES04DEL02,15-20,5,13.02978,80.208812,13.07978,80.258812,Buffet ,motorcycle ,28.52,82,0,overcast clouds,Moderate,26.98,31.15
CHENRES20DEL01,31-40,3.5,12.975996,80.221898,13.085996,80.331898,Drinks ,scooter ,23.1,60,0,haze,Very High,6.53,80.21666667
INDORES19DEL03,21-30,4.8,22.745536,75.893106,22.775536,75.923106,Drinks ,motorcycle ,24.93,43,0,clear sky,Low,17.99,27.58333333
SURRES02DEL02,21-30,4.8,21.186608,72.794136,21.266608,72.874136,Meal ,motorcycle ,28.46,82,0,overcast clouds,High,0,35.73333333
CHENRES07DEL01,21-30,4.9,13.081878,80.248519,13.121878,80.288519,Snack ,scooter ,29.05,54,0,smoke,Moderate,19.11,33.21666667
MUMRES16DEL02,15-20,4.8,19.120083,72.907385,19.200083,72.987385,Snack ,scooter ,22.92,49,0,clear sky,High,4.29,45.86666667
PUNERES04DEL02,21-30,5,18.51421,73.838429,18.53421,73.858429,Snack ,scooter ,28.98,70,0,scattered clouds,Low,6.01,17.81666667
GOARES02DEL03,21-30,4.5,15.585658,73.743606,15.615658,73.773606,Meal ,electric_scooter ,26.31,82,0.38,light rain,Low,0,17.03333333
BANGRES19DEL01,-9,6,12.914264,77.6784,13.024264,77.7884,Meal ,electric_scooter ,23.32,43,0,clear sky,Very High,22.02,55.8
INDORES11DEL01,21-30,4.7,22.751234,75.88949,22.861234,75.99949,Meal ,electric_scooter ,23.03,48,0,clear sky,High,15.37,43.41666667
PUNERES09DEL03,31-40,4.6,18.536562,73.896485,18.596562,73.956485,Snack ,scooter ,26.22,83,0.48,light rain,High,0,40.51666667
MYSRES19DEL02,21-30,4.7,12.334022,76.618203,12.414022,76.698203,Buffet ,motorcycle ,28.96,52,0,clear sky,Moderate,18.24,24.63333333
MUMRES12DEL03,31-40,4.5,19.207222,72.972281,19.297222,73.062281,Snack ,motorcycle ,23.38,46,0,haze,High,8,37.8
JAPRES16DEL01,21-30,4.8,26.849596,75.800512,26.889596,75.840512,Drinks ,scooter ,25.88,65,0,haze,Low,4.59,25.5
COIMBRES09DEL02,21-30,4.9,11.008638,76.984311,11.028638,77.004311,Drinks ,scooter ,23.17,60,0,haze,Low,12.32,23.2
INDORES11DEL02,21-30,4.9,22.751234,75.88949,22.801234,75.93949,Drinks ,scooter ,21.03,78,0,mist,Moderate,2.26,34.91666667
RANCHIRES16DEL01,31-40,4.3,23.371292,85.327872,23.381292,85.337872,Drinks ,motorcycle ,28.44,82,0,overcast clouds,Very Low,29.04,20.8
CHENRES04DEL01,21-30,4.7,13.02978,80.208812,13.13978,80.318812,Drinks ,motorcycle ,25.87,65,0,haze,Very High,4.92,80.68333333
COIMBRES16DEL02,21-30,4.8,11.010375,76.95295,11.030375,76.97295,Snack ,motorcycle ,27,89,0,mist,Low,16.03,18.6
KOCRES20DEL01,31-40,4.9,9.979186,76.317361,10.049186,76.387361,Snack ,motorcycle ,23.68,57,0,haze,High,40.03,43.55
HYDRES03DEL02,21-30,5,17.422819,78.449578,17.552819,78.579578,Buffet ,scooter ,24.05,57,0,haze,Very High,5.97,55.55
HYDRES01DEL02,31-40,4.5,17.410371,78.437225,17.430371,78.457225,Drinks ,motorcycle ,29.01,54,0,smoke,Low,9.97,24.86666667
MUMRES16DEL01,21-30,4.7,19.120083,72.907385,19.160083,72.947385,Snack ,motorcycle ,23.84,57,0,haze,Moderate,16.25,36.95
HYDRES16DEL01,21-30,4.7,17.440827,78.393391,17.510827,78.463391,Meal ,electric_scooter ,20.61,67,0,clear sky,High,12.81,39.36666667
MYSRES02DEL02,31-40,5,12.304569,76.643622,12.354569,76.693622,Drinks ,motorcycle ,23.3,44,0,clear sky,Moderate,30.35,39.9
INDORES08DEL02,21-30,4.9,22.725748,75.898497,22.855747,76.028497,Meal ,motorcycle ,26.22,83,0.48,light rain,Very High,0,55.45
LUDHRES01DEL02,21-30,4.9,30.873988,75.842739,30.953988,75.922739,Snack ,motorcycle ,22.52,74,0,haze,High,19.23,40.31666667
BANGRES15DEL01,31-40,4.9,12.975377,77.696664,13.045377,77.766664,Buffet ,scooter ,22.05,74,0,haze,High,28.45,39.06666667
BANGRES17DEL01,15-20,5,12.972532,77.608179,13.082532,77.718179,Snack ,scooter ,28.38,81,0,mist,Very High,5.86,54.66666667
CHENRES14DEL02,31-40,4.3,13.026279,80.174568,13.046279,80.194568,Drinks ,motorcycle ,23.77,46,0,haze,Low,14.17,30.5
JAPRES13DEL01,21-30,4.6,26.846156,75.8023,26.916156,75.8723,Meal ,motorcycle ,21.04,78,0,mist,Moderate,3.05,28.4
RANCHIRES17DEL01,31-40,4.8,23.374878,85.335739,23.384878,85.345739,Buffet ,scooter ,20.61,67,0,clear sky,Very Low,9.16,14.81666667
MYSRES11DEL01,21-30,4.8,12.323225,76.630028,12.363225,76.670028,Snack ,scooter ,25.19,43,0,clear sky,Moderate,17.18,26.38333333
ALHRES17DEL03,21-30,4.8,25.45235,81.841889,25.54235,81.931889,Drinks ,scooter ,26.06,65,0,haze,High,9.87,44.76666667
COIMBRES05DEL02,31-40,4.8,11.022169,76.999594,11.072169,77.049594,Snack ,motorcycle ,28.48,76,0,overcast clouds,Moderate,24.42,27.38333333
CHENRES15DEL02,21-30,4.9,13.026286,80.275235,13.156286,80.405235,Buffet ,motorcycle ,22.77,74,0,haze,Very High,17.66,66.28333333
BANGRES09DEL03,21-30,4.6,12.934179,77.615797,13.024179,77.705797,Meal ,scooter ,24.08,57,0,haze,High,9.22,43.03333333
HYDRES01DEL01,31-40,4.8,17.410371,78.437225,17.450371,78.477225,Drinks ,scooter ,26.31,82,0.38,light rain,Moderate,0,34.66666667
SURRES05DEL02,31-40,4.4,21.175104,72.804342,21.305104,72.934342,Snack ,motorcycle ,29.01,53,0,clear sky,Very High,10.56,57.65
MUMRES03DEL02,31-40,4.9,19.22384,72.841347,19.27384,72.891347,Meal ,scooter ,26.05,65,0,haze,High,20.02,31.36666667
COIMBRES20DEL01,15-20,4.8,10.994136,76.963303,11.104136,77.073303,Snack ,motorcycle ,26.08,65,0,haze,High,24.44,45.25
COIMBRES11DEL01,31-40,4.8,11.001753,76.986241,11.111753,77.096241,Buffet ,motorcycle ,25.82,65,0,haze,Very High,2.29,49.9
COIMBRES20DEL01,31-40,5,10.994136,76.963303,11.004136,76.973303,Meal ,scooter ,22.47,50,0,clear sky,Very Low,4.47,9.183333333
PUNERES01DEL01,21-30,4,18.569156,73.774723,18.579156,73.784723,Meal ,motorcycle ,20.62,67,0,clear sky,Low,22.84,14.15
MYSRES010DEL01,31-40,4.5,12.321214,76.621094,12.431214,76.731094,Drinks ,motorcycle ,25.99,57,0,haze,High,13.56,44.16666667
VADRES14DEL01,21-30,4.6,22.311603,73.165012,22.381603,73.235012,Meal ,scooter ,26.44,81,0.25,light rain,Moderate,0,31.08333333
MYSRES13DEL03,21-30,4.5,12.310972,76.659264,12.340972,76.689264,Meal ,motorcycle ,28.85,54,0,smoke,Low,8.46,19.55
MUMRES01DEL01,15-20,5,19.12663,72.829976,19.16663,72.869976,Drinks ,motorcycle ,23.23,44,0,clear sky,Moderate,31.11,40.9
INDORES11DEL02,21-30,4.9,22.751234,75.88949,22.881234,76.01949,Snack ,motorcycle ,23.6,46,0,clear sky,Very High,29.32,54.38333333
PUNERES13DEL02,21-30,4.6,18.56245,73.916619,18.69245,74.046619,Snack ,scooter ,28.42,81,0,mist,Very High,5.08,66.85
CHENRES17DEL02,21-30,4.8,13.045479,80.23311,13.065479,80.25311,Drinks ,scooter ,23.17,60,0,haze,Low,12.14,24.36666667
INDORES010DEL02,21-30,4.7,22.75004,75.902847,22.80004,75.952847,Meal ,scooter ,23.32,43,0,clear sky,Moderate,26.6,26
INDORES19DEL01,21-30,4.9,22.745536,75.893106,22.855536,76.003106,Snack ,motorcycle ,22.96,48,0,clear sky,High,15.99,49.48333333
PUNERES12DEL02,21-30,4.6,18.520016,73.830547,18.600016,73.910547,Buffet ,scooter ,24.99,73,0,mist,High,3.28,40.78333333
SURRES07DEL02,31-40,4.8,21.170798,72.790489,21.190798,72.810489,Drinks ,electric_scooter ,24.92,73,0,mist,Very Low,8.48,21.01666667
SURRES04DEL01,31-40,4.7,21.173493,72.801953,21.213493,72.841953,Meal ,scooter ,28.4,82,0,overcast clouds,Moderate,22.03,25.1
CHENRES03DEL02,21-30,4.1,13.091809,80.219104,13.141809,80.269104,Buffet ,motorcycle ,28.81,73,0,broken clouds,High,23.3,50.38333333
GOARES09DEL03,31-40,4.3,15.303897,73.914336,15.393897,74.004336,Buffet ,scooter ,23.9,28,0,clear sky,High,18.36,37.83333333
JAPRES010DEL03,31-40,3.5,26.921411,75.793604,27.011411,75.883604,Snack ,scooter ,23.53,29,0,clear sky,High,31.93,37.9
JAPRES20DEL02,31-40,3.8,26.956431,75.776649,27.086431,75.906649,Snack ,scooter ,23.77,57,0,haze,Very High,3.09,67.55
HYDRES14DEL01,21-30,4.9,17.426228,78.407495,17.436228,78.417495,Buffet ,scooter ,21.16,61,0,scattered clouds,Very Low,22.77,12.88333333
RANCHIRES20DEL02,31-40,4.1,23.39925,85.390464,23.52925,85.520464,Meal ,scooter ,21.07,64,0,scattered clouds,High,18.92,38.66666667
RANCHIRES01DEL03,31-40,3.7,23.416792,85.316842,23.506792,85.406842,Meal ,scooter ,25.86,37,0,clear sky,High,3.4,33.13333333
AGRRES14DEL01,21-30,4.9,27.16185,78.040165,27.17185,78.050165,Drinks ,scooter ,28.55,81,0,mist,Low,6.17,22.48333333
CHENRES18DEL02,31-40,4.7,12.981615,80.231598,13.001615,80.251598,Drinks ,scooter ,21.05,78,0,mist,Low,8.76,27.03333333
RANCHIRES19DEL02,21-30,4.6,23.333017,85.3172,23.383017,85.3672,Drinks ,scooter ,23.46,39,0,clear sky,Low,43.47,32.7
LUDHRES13DEL02,31-40,3.8,30.893234,75.82172,31.023234,75.95172,Meal ,scooter ,23.13,73,0,haze,Very High,2.12,52.83333333
BANGRES17DEL01,21-30,4.8,12.972532,77.608179,12.982532,77.618179,Snack ,scooter ,26.22,83,0.48,light rain,Very Low,0,13.81666667
KNPRES05DEL02,31-40,4.9,26.479108,80.315042,26.529108,80.365042,Snack ,motorcycle ,22.58,74,0,haze,Moderate,8.64,33.06666667
BANGRES17DEL02,21-30,4.7,12.972532,77.608179,13.022532,77.658179,Snack ,motorcycle ,25.99,57,0,haze,Moderate,4.93,29.35
VADRES010DEL02,21-30,4.4,22.310329,73.169083,22.330329,73.189083,Meal ,motorcycle ,23.94,57,0,haze,Very Low,15.45,11.23333333
HYDRES09DEL02,21-30,4.1,17.431668,78.408321,17.481668,78.458321,Meal ,scooter ,26.87,89,0,mist,High,16.08,39.45
KOCRES15DEL02,21-30,4.8,10.027364,76.308258,10.107364,76.388258,Snack ,scooter ,23.03,60,0,haze,Moderate,2.18,37.53333333
INDORES08DEL01,21-30,5,22.725748,75.898497,22.735747,75.908497,Buffet ,scooter ,21.21,78,0,mist,Very Low,17.33,13.71666667
RANCHIRES13DEL03,21-30,4.9,23.374989,85.335486,23.464989,85.425486,Drinks ,scooter ,22.75,49,0,clear sky,High,17.7,49
PUNERES18DEL02,21-30,5,18.593481,73.785901,18.673481,73.865901,Buffet ,motorcycle ,23.9,28,0,clear sky,High,18.36,38.21666667
JAPRES010DEL03,21-30,4.8,26.921411,75.793604,27.011411,75.883604,Buffet ,motorcycle ,26.1,65,0,haze,High,22.51,35.9
COIMBRES09DEL01,31-40,4.2,11.008638,76.984311,11.118638,77.094311,Drinks ,motorcycle ,29.05,54,0,smoke,High,4.2,49.36666667
MUMRES05DEL02,31-40,4.6,18.927584,72.832585,18.947584,72.852585,Meal ,scooter ,22.86,74,0,haze,Low,16.69,20.66666667
BANGRES01DEL02,31-40,4.7,12.933284,77.615428,13.013284,77.695428,Meal ,motorcycle ,26.48,81,0.21,light rain,High,0,43.1
LUDHRES05DEL01,21-30,4.9,30.905562,75.832841,30.945562,75.872841,Buffet ,electric_scooter ,23.79,29,0,clear sky,Low,30.85,21.2
JAPRES12DEL02,31-40,4.1,26.902908,75.792934,27.032908,75.922934,Drinks ,motorcycle ,23.49,73,0,haze,Very High,5.65,65.95
BANGRES18DEL02,21-30,4.6,12.913041,77.683237,12.933041,77.703237,Drinks ,electric_scooter ,26.25,83,0.45,light rain,Low,0,27.35
KOCRES08DEL01,31-40,4.6,9.985497,76.276999,9.995497,76.286999,Meal ,scooter ,26.98,89,0,mist,Very Low,26.03,6.85
KOCRES010DEL01,21-30,4.8,10.035573,76.336958,10.145573,76.446958,Drinks ,motorcycle ,23.02,48,0,clear sky,Very High,2.25,64.13333333
PUNERES05DEL01,21-30,4.6,18.543626,73.905101,18.553626,73.915101,Drinks ,scooter ,25.54,38,0,clear sky,Very Low,31.68,16.16666667
AGRRES13DEL01,31-40,4.8,27.159795,78.04299,27.269795,78.15299,Buffet ,motorcycle ,20.81,67,0,clear sky,Very High,16.81,50.3
MYSRES010DEL03,31-40,4.7,12.321214,76.621094,12.381214,76.681094,Meal ,motorcycle ,25,73,0,mist,Moderate,8.56,30.33333333
SURRES12DEL01,21-30,4.6,21.183434,72.814492,21.223434,72.854492,Snack ,scooter ,21.06,78,0,mist,Low,2.37,27.55
RANCHIRES08DEL01,31-40,4.7,23.353783,85.326967,23.363783,85.336967,Meal ,electric_scooter ,24.93,43,0,clear sky,Very Low,17.99,10
SURRES02DEL02,21-30,4.6,21.186608,72.794136,21.266608,72.874136,Snack ,motorcycle ,25.95,65,0,haze,High,13.76,39.93333333
COIMBRES16DEL01,31-40,4.9,11.010375,76.95295,11.080375,77.02295,Drinks ,motorcycle ,25.95,65,0,haze,Moderate,17.37,40.28333333
COIMBRES16DEL02,21-30,4.4,11.010375,76.95295,11.090375,77.03295,Snack ,motorcycle ,28.44,82,0,overcast clouds,High,32.2,37.5
CHENRES04DEL02,21-30,4,13.02978,80.208812,13.15978,80.338812,Buffet ,motorcycle ,28.94,70,0,scattered clouds,Very High,2.72,77.15
GOARES02DEL01,31-40,4.9,15.585658,73.743606,15.595658,73.753606,Snack ,scooter ,28.5,82,0,overcast clouds,Very Low,29.43,13.05
CHENRES19DEL01,31-40,3.5,12.986047,80.218114,13.096047,80.328114,Snack ,motorcycle ,23.7,57,0,haze,Very High,22.48,73.7
HYDRES13DEL03,21-30,4.6,17.431477,78.40035,17.521477,78.49035,Snack ,motorcycle ,24.93,43,0,clear sky,High,15.56,50.61666667
SURRES04DEL02,31-40,4.3,21.173493,72.801953,21.253493,72.881953,Drinks ,motorcycle ,23.55,57,0,haze,High,13.61,43.03333333
HYDRES04DEL01,21-30,4.4,17.411028,78.329645,17.451028,78.369645,Drinks ,motorcycle ,21.26,78,0,mist,Moderate,16.38,32.43333333
RANCHIRES08DEL01,21-30,4.8,23.353783,85.326967,23.423783,85.396967,Meal ,motorcycle ,28.42,81,0,mist,High,2.55,39.46666667
CHENRES05DEL01,31-40,4.7,13.058616,80.264151,13.068616,80.274151,Meal ,motorcycle ,28.01,65,0,haze,Low,5.77,14.28333333
KOLRES19DEL03,31-40,4.9,22.5491,88.400467,22.5791,88.430467,Meal ,motorcycle ,24.95,73,0,mist,Low,11.12,12.91666667
SURRES06DEL02,31-40,4.8,21.185047,72.80859,21.235047,72.85859,Drinks ,motorcycle ,20.55,67,0,clear sky,Moderate,3.01,36.36666667
MYSRES07DEL01,31-40,5,12.325461,76.632278,12.335461,76.642278,Drinks ,motorcycle ,22.52,74,0,haze,Very Low,11.86,17.61666667
BANGRES07DEL03,21-30,4.9,12.978453,77.643685,13.038453,77.703685,Buffet ,electric_scooter ,23.17,60,0,haze,Moderate,12.44,32.73333333
INDORES18DEL02,15-20,4.5,22.753839,75.897429,22.803839,75.947429,Buffet ,motorcycle ,26.29,82,0.4,light rain,Moderate,0,26.2
VADRES010DEL02,31-40,4.6,22.310329,73.169083,22.330329,73.189083,Meal ,motorcycle ,20.81,67,0,clear sky,Very Low,10.3,11.23333333
MYSRES11DEL02,31-40,4,12.323225,76.630028,12.373225,76.680028,Drinks ,scooter ,21.26,63,0,scattered clouds,Moderate,18,34.65
RANCHIRES08DEL01,21-30,4.6,23.353783,85.326967,23.463783,85.436967,Drinks ,scooter ,23.81,38,0,clear sky,High,21.26,43.88333333
LUDHRES20DEL02,31-40,3.5,30.885915,75.788259,30.965915,75.868259,Buffet ,scooter ,24.94,73,0,mist,High,6.63,33.58333333
SURRES17DEL03,31-40,4.1,21.149569,72.772697,21.179569,72.802697,Drinks ,electric_scooter ,28.99,54,0,smoke,Low,3.46,27.35
MUMRES19DEL01,31-40,4.6,19.131141,72.813074,19.14114,72.823074,Drinks ,motorcycle ,23.81,57,0,haze,Low,3.86,27.73333333
HYDRES17DEL01,21-30,4.9,17.451976,78.385883,17.461976,78.395883,Snack ,motorcycle ,25.66,42,0,clear sky,Very Low,9.25,15.11666667
KNPRES19DEL01,21-30,4.7,26.49095,80.318656,26.53095,80.358656,Buffet ,motorcycle ,28.45,86,0,overcast clouds,Low,25.91,22.63333333
CHENRES06DEL01,21-30,4.6,13.054347,80.257221,13.164347,80.367221,Drinks ,scooter ,23.08,60,0,haze,Very High,2.2,73.03333333
INDORES06DEL01,21-30,4.7,22.728163,75.884212,22.738163,75.894212,Snack ,motorcycle ,24.99,73,0,mist,Very Low,7.31,14.71666667
SURRES15DEL01,21-30,4.7,21.160522,72.771477,21.200522,72.811477,Drinks ,scooter ,28.35,81,0,mist,Low,13.58,28.5
CHENRES14DEL03,21-30,4.6,13.026279,80.174568,13.086279,80.234568,Drinks ,motorcycle ,29,54,0,smoke,High,3.2,47.66666667
MUMRES18DEL01,31-40,4.8,19.1093,72.825451,19.1193,72.835451,Buffet ,motorcycle ,23.43,73,0,haze,Low,13.98,24.55
BANGRES08DEL02,21-30,4.8,12.906229,77.596791,12.956229,77.646791,Snack ,motorcycle ,24.92,73,0,mist,High,8.23,41.71666667
SURRES05DEL01,31-40,4.8,21.175104,72.804342,21.215104,72.844342,Buffet ,scooter ,23.95,46,0,haze,Low,12.74,25.95
JAPRES01DEL03,21-30,4.5,26.90519,75.810753,26.96519,75.870753,Buffet ,electric_scooter ,23.1,49,0,clear sky,Moderate,8.57,27.21666667
PUNERES04DEL01,21-30,4.8,18.51421,73.838429,18.55421,73.878429,Buffet ,electric_scooter ,26.33,82,0.36,light rain,Moderate,0,25.06666667
SURRES19DEL03,21-30,4.8,21.149669,72.772629,21.209669,72.832629,Buffet ,motorcycle ,28.5,82,0,overcast clouds,Moderate,29.99,30.53333333
CHENRES18DEL02,31-40,4.7,12.981615,80.231598,13.111615,80.361598,Buffet ,scooter ,26.29,82,0.4,light rain,Very High,0,81.23333333
MUMRES20DEL03,31-40,4.5,19.103249,72.846749,19.193249,72.936749,Drinks ,scooter ,23.78,57,0,haze,Very High,4.88,71.48333333
HYDRES19DEL02,31-40,4.1,17.458998,78.500366,17.478998,78.520366,Drinks ,motorcycle ,23.88,57,0,haze,Low,16.83,22.58333333
HYDRES010DEL03,31-40,4.8,17.428294,78.404423,17.488294,78.464423,Meal ,scooter ,26.27,65,0,haze,High,32.94,45.6
COIMBRES06DEL02,31-40,4,11.021278,76.995017,11.151278,77.125017,Drinks ,motorcycle ,21.05,78,0,mist,Very High,6.03,58.15
RANCHIRES17DEL03,15-20,5,23.374878,85.335739,23.404878,85.365739,Snack ,motorcycle ,27.01,79,0,clear sky,Low,2.47,21.06666667
KOCRES18DEL01,31-40,4.3,9.957144,76.296783,9.967144,76.306783,Drinks ,motorcycle ,23.67,46,0,haze,Very Low,1.97,15.88333333
JAPRES11DEL01,15-20,4.7,26.90294,75.793007,26.91294,75.803007,Snack ,motorcycle ,21.26,63,0,scattered clouds,Very Low,17.44,10.68333333
RANCHIRES010DEL01,21-30,4.7,23.354422,85.3329,23.464422,85.4429,Snack ,scooter ,25.99,57,0,haze,High,12.93,38.21666667
VADRES20DEL01,21-30,4.7,22.311358,73.164798,22.381358,73.234798,Meal ,motorcycle ,22.52,74,0,haze,Moderate,19.23,27.88333333
BANGRES15DEL01,31-40,4.2,12.975377,77.696664,13.045377,77.766664,Buffet ,scooter ,22.73,74,0,haze,High,17.91,38.51666667
BANGRES010DEL03,21-30,4.8,12.933298,77.614293,13.023298,77.704293,Snack ,scooter ,26.22,83,0.48,light rain,High,0,49.93333333
JAPRES11DEL02,31-40,4.8,26.90294,75.793007,26.92294,75.813007,Meal ,scooter ,28.6,74,0,mist,Low,7.79,12.05
GOARES13DEL03,31-40,4.7,15.506205,73.766668,15.536205,73.796668,Meal ,motorcycle ,25.86,65,0,haze,Low,6.39,23.06666667
COIMBRES14DEL03,21-30,4.3,11.003681,76.975525,11.033681,77.005525,Snack ,motorcycle ,20.62,67,0,clear sky,Low,21.84,22.53333333
MYSRES11DEL01,21-30,4.4,12.323225,76.630028,12.433225,76.740028,Snack ,motorcycle ,28.97,52,0,clear sky,Moderate,21.95,33.5
MUMRES12DEL01,31-40,4.7,19.207222,72.972281,19.317222,73.082281,Meal ,motorcycle ,26.44,81,0.25,light rain,High,0,44.06666667
BANGRES08DEL01,21-30,4.8,12.906229,77.596791,12.946229,77.636791,Buffet ,electric_scooter ,28.69,66,0,broken clouds,Moderate,24.53,30.31666667
GOARES08DEL02,31-40,4.4,15.556561,73.763633,15.686561,73.893633,Buffet ,scooter ,23.21,44,0,clear sky,High,20.09,43.23333333
INDORES11DEL02,31-40,4.5,22.751234,75.88949,22.831234,75.96949,Drinks ,motorcycle ,20.66,60,0,haze,Very High,26.04,55.73333333
AURGRES15DEL01,31-40,4,19.878028,75.317475,19.988028,75.427475,Meal ,motorcycle ,21.22,63,0,scattered clouds,Very High,22.26,49.53333333
RANCHIRES06DEL02,31-40,4.8,23.357804,85.325146,23.487804,85.455146,Drinks ,scooter ,28.53,82,0,mist,High,8.93,53.85
CHENRES15DEL02,15-20,4.9,13.026286,80.275235,13.076286,80.325235,Snack ,motorcycle ,25.84,65,0,haze,Moderate,8.06,32.25
COIMBRES13DEL01,21-30,4.8,11.003669,76.976494,11.043669,77.016494,Drinks ,motorcycle ,26.4,81,0.29,light rain,Moderate,0,32.35
BANGRES12DEL01,21-30,4.1,12.939496,77.625999,12.979496,77.665999,Drinks ,motorcycle ,23.24,44,0,clear sky,Moderate,19.05,33.85
INDORES19DEL03,21-30,4.8,22.745536,75.893106,22.835536,75.983106,Buffet ,motorcycle ,26.48,81,0.21,light rain,High,0,38.95
MYSRES01DEL01,15-20,4.7,12.311072,76.654878,12.351072,76.694878,Drinks ,motorcycle ,25.99,65,0,haze,Moderate,13.88,36.01666667
COIMBRES04DEL01,31-40,4.9,11.024839,77.007003,11.094839,77.077003,Buffet ,scooter ,28.75,69,0,scattered clouds,Moderate,14.28,31.21666667
GOARES08DEL01,21-30,4.6,15.556561,73.763633,15.626561,73.833633,Meal ,motorcycle ,28.94,70,0,broken clouds,Moderate,12.54,30.35
GOARES16DEL03,21-30,4.5,15.498603,73.826911,15.558603,73.886911,Buffet ,motorcycle ,28.55,81,0,mist,High,4.53,37.28333333
CHENRES01DEL02,31-40,4.9,13.005801,80.250744,13.025801,80.270744,Buffet ,scooter ,21.21,78,0,mist,Low,18.52,17
